,Bigram,Count
26705,heavier and,47
26706,talking and,47
26707,cycle is,47
26708,drug while,46
26709,it ended,46
26710,finding that,46
26711,results after,46
26712,children my,46
26713,of hand,46
26714,warts i,46
26715,happened when,46
26716,better from,46
26717,of humor,46
26718,have probably,46
26719,the fibro,46
26720,complaints i,46
26721,tense and,46
26722,be illegal,46
26723,miserable for,46
26724,want sex,46
26725,no drive,46
26726,interesting to,46
26727,cramps for,46
26728,pain sometimes,46
26729,plans to,46
26730,and claritin,46
26731,is constantly,46
26732,and causing,46
26733,only concern,46
26734,now don't,46
26735,can definitely,46
26736,the afternoons,46
26737,apparently it,46
26738,psychotic episodes,46
26739,experiencing anxiety,46
26740,a migrane,46
26741,edema and,46
26742,insane and,46
26743,run miles,46
26744,months while,46
26745,started thinking,46
26746,bad you,46
26747,wrote a,46
26748,eventually it,46
26749,without warning,46
26750,still did,46
26751,ssris and,46
26752,a special,46
26753,extreme breast,46
26754,take naps,46
26755,woke with,46
26756,couldn't drive,46
26757,and nerve,46
26758,it's possible,46
26759,swear i,46
26760,the littlest,46
26761,usually the,46
26762,sleeping more,46
26763,doing more,46
26764,effects subside,46
26765,any form,46
26766,young age,46
26767,but worse,46
26768,know what's,46
26769,update to,46
26770,job with,46
26771,funny thing,46
26772,this evening,46
26773,trouble thinking,46
26774,and lightheaded,46
26775,experiment with,46
26776,life which,46
26777,last summer,46
26778,ativan i,46
26779,nightmares night,46
26780,effects any,46
26781,full nights,46
26782,drug days,46
26783,hit and,46
26784,worse or,46
26785,lot in,46
26786,months however,46
26787,am dying,46
26788,suggest to,46
26789,doesn't matter,46
26790,the sedation,46
26791,any birth,46
26792,liver is,46
26793,of dose,46
26794,my rating,46
26795,off both,46
26796,a reasonable,46
26797,you probably,46
26798,large doses,46
26799,behavior i,46
26800,contact your,46
26801,full night,46
26802,ok at,46
26803,i'm quitting,46
26804,very thick,46
26805,the endometriosis,46
26806,the miralax,46
26807,and oh,46
26808,i care,46
26809,all things,46
26810,obsessed with,46
26811,diagnosis was,46
26812,worth this,46
26813,was wide,46
26814,have vivid,46
26815,side efects,46
26816,treatment in,46
26817,headaches all,46
26818,someone please,46
26819,month into,46
26820,biaxin and,46
26821,and tremors,46
26822,hurts and,46
26823,failure and,46
26824,the restless,46
26825,water the,46
26826,go about,46
26827,and putting,46
26828,ever was,46
26829,also getting,46
26830,changed for,46
26831,doesn't think,46
26832,while then,46
26833,one bit,46
26834,with fewer,46
26835,please note,46
26836,better able,46
26837,stand and,46
26838,doctor so,46
26839,combo with,46
26840,had bv,46
26841,tasks i,46
26842,is full,46
26843,remember feeling,46
26844,in low,46
26845,over several,46
26846,sky high,46
26847,whilst on,46
26848,headed i,46
26849,tea tree,46
26850,severe sinus,46
26851,cramps so,46
26852,wonderful to,46
26853,few things,46
26854,much is,46
26855,would ask,46
26856,improved a,46
26857,this took,46
26858,later a,46
26859,the enbrel,46
26860,neck muscles,46
26861,of non,46
26862,disease in,46
26863,effects more,46
26864,fall into,46
26865,much coffee,46
26866,breath chest,46
26867,strength in,46
26868,after missing,46
26869,bed this,46
26870,anyway but,46
26871,answer i,46
26872,don't miss,46
26873,too close,46
26874,extremely light,46
26875,run in,46
26876,and far,46
26877,running through,46
26878,others like,46
26879,his teacher,46
26880,better over,46
26881,and certainly,46
26882,i explained,46
26883,the protonix,46
26884,my racing,46
26885,the grocery,46
26886,period as,46
26887,that prescribed,46
26888,spells of,46
26889,made everything,46
26890,to eating,46
26891,increased a,46
26892,finishing my,46
26893,depression thoughts,46
26894,good one,46
26895,angry about,46
26896,again have,46
26897,enjoy sex,46
26898,a on,46
26899,real pain,46
26900,headache anxiety,46
26901,exercise or,46
26902,little depressed,46
26903,say but,46
26904,was excited,46
26905,the study,46
26906,any moment,46
26907,before to,46
26908,little dry,46
26909,can afford,46
26910,the surgeon,46
26911,to support,46
26912,for extended,46
26913,ever helped,46
26914,lips are,46
26915,starting dose,46
26916,would call,46
26917,it plus,46
26918,anxiety anger,46
26919,dr if,46
26920,the abdomen,46
26921,add a,46
26922,sore to,46
26923,at very,46
26924,shutting down,46
26925,people out,46
26926,issues as,46
26927,curl up,46
26928,immediate release,46
26929,biaxin for,46
26930,headaches since,46
26931,of bv,46
26932,but wasn't,46
26933,before during,46
26934,taking geodon,46
26935,keeping a,46
26936,less energy,46
26937,wasn't bad,46
26938,mostly i,46
26939,before having,46
26940,then developed,46
26941,symptoms could,46
26942,answer for,46
26943,again however,46
26944,still can,46
26945,finger and,46
26946,august i,46
26947,however there,46
26948,high at,46
26949,not unbearable,46
26950,kept waking,46
26951,other choice,46
26952,lose pounds,46
26953,my suggestion,46
26954,ago on,46
26955,crazy it,46
26956,seroquel to,46
26957,least two,46
26958,life by,46
26959,with drugs,46
26960,any pill,46
26961,healthy weight,46
26962,im trying,46
26963,a local,46
26964,bottoms of,46
26965,skin itching,46
26966,anywhere i,46
26967,work fine,46
26968,ease my,46
26969,within min,46
26970,it yes,46
26971,er but,46
26972,on provigil,46
26973,specialist who,46
26974,and excercise,46
26975,inflammation of,46
26976,he knew,46
26977,sleep it's,46
26978,routine i,46
26979,recommend using,46
26980,go get,46
26981,god and,46
26982,with tylenol,46
26983,went straight,46
26984,which we,46
26985,slight pain,46
26986,on over,46
26987,remember everything,46
26988,violent mood,46
26989,nausea etc,46
26990,nd shot,46
26991,reaction is,46
26992,else if,46
26993,which got,46
26994,where all,46
26995,headaches went,46
26996,the hand,46
26997,week all,46
26998,weight training,46
26999,are people,46
27000,and itch,46
27001,got there,46
27002,from eating,46
27003,tightening of,46
27004,early afternoon,46
27005,informed about,46
27006,perhaps it,46
27007,disease but,46
27008,symptoms while,46
27009,wisdom teeth,46
27010,and lightheadedness,46
27011,right thing,46
27012,of sweating,46
27013,cramps during,46
27014,now are,46
27015,your teeth,46
27016,burst into,46
27017,drowsy in,46
27018,constipation was,46
27019,around on,46
27020,alot with,46
27021,me slight,46
27022,worse is,46
27023,up completely,46
27024,how could,46
27025,span of,46
27026,you no,46
27027,day headaches,46
27028,believe you,46
27029,issues were,46
27030,with nothing,46
27031,over things,46
27032,i'll deal,46
27033,the generics,46
27034,bad cramping,46
27035,cell phone,46
27036,the crash,46
27037,toprol and,46
27038,legs when,46
27039,after what,46
27040,thoughts or,46
27041,im hoping,46
27042,lift weights,46
27043,were prescribed,46
27044,yesterday was,46
27045,paranoid i,46
27046,and second,46
27047,mg xanax,46
27048,these new,46
27049,have lasted,46
27050,most symptoms,46
27051,take x,46
27052,gave my,46
27053,sometimes very,46
27054,required to,46
27055,will affect,46
27056,a success,46
27057,months is,46
27058,dry hair,46
27059,sickness and,46
27060,only slight,46
27061,medicine it's,46
27062,my motivation,46
27063,it anxiety,46
27064,spring and,46
27065,no diarrhea,46
27066,had weird,46
27067,have added,46
27068,skip the,46
27069,on waking,46
27070,whereas before,46
27071,continued and,46
27072,food allergies,46
27073,the ms,46
27074,thank the,46
27075,clenching teeth,46
27076,stuck to,46
27077,thoughts in,46
27078,primary doctor,46
27079,reccommend this,46
27080,at lower,46
27081,very frustrated,46
27082,asleep when,46
27083,destroy your,46
27084,debilitating side,46
27085,an end,46
27086,in mos,46
27087,build a,46
27088,enjoying life,46
27089,now due,46
27090,things go,46
27091,as these,46
27092,and which,46
27093,insurance would,46
27094,received the,46
27095,sitting position,46
27096,yaz for,46
27097,headedness and,46
27098,meds if,46
27099,and sugar,46
27100,should also,46
27101,hay fever,46
27102,amazing and,46
27103,so irritable,46
27104,generally a,46
27105,of sensation,46
27106,experience but,46
27107,people experience,46
27108,day night,46
27109,and awake,46
27110,to bear,46
27111,focus my,46
27112,not when,46
27113,vertigo nausea,46
27114,without sleep,46
27115,of tears,46
27116,desogen for,46
27117,far have,46
27118,tea and,46
27119,of liver,46
27120,everyone says,46
27121,medicine really,46
27122,percocet and,46
27123,that requires,46
27124,stopped within,46
27125,the elderly,46
27126,into remission,46
27127,ill for,46
27128,who may,46
27129,patch but,46
27130,off about,46
27131,myself eat,46
27132,t take,46
27133,just horrible,46
27134,quite severe,46
27135,benefits are,46
27136,completing the,46
27137,gained more,46
27138,away some,46
27139,much improvement,46
27140,and ran,46
27141,med now,46
27142,people so,46
27143,longer able,46
27144,my daughter's,46
27145,and congestion,46
27146,night about,46
27147,is slightly,46
27148,remission for,46
27149,even need,46
27150,the latest,46
27151,everyone else's,46
27152,the influence,46
27153,i drive,46
27154,i'm guessing,46
27155,chantix i,46
27156,but said,46
27157,after infusion,46
27158,the fat,46
27159,experienced so,46
27160,okay to,46
27161,fatigue syndrome,46
27162,x worse,46
27163,oral contraceptives,46
27164,been losing,46
27165,her head,46
27166,chronic headaches,46
27167,live and,46
27168,zoloft to,46
27169,in dose,46
27170,the four,46
27171,seizure and,46
27172,pains have,46
27173,getting bad,46
27174,hands legs,46
27175,her behavior,46
27176,much on,46
27177,most drugs,46
27178,i workout,46
27179,to obtain,46
27180,sleep some,46
27181,affects but,46
27182,so hungry,46
27183,specialist and,46
27184,began on,46
27185,down some,46
27186,would see,46
27187,glad i'm,46
27188,level to,46
27189,and lowered,46
27190,bad panic,46
27191,to fast,46
27192,endo pain,46
27193,this low,46
27194,currently trying,46
27195,noticed in,46
27196,gain tiredness,46
27197,again all,46
27198,yeah right,46
27199,is able,46
27200,cardiologist and,46
27201,radiation and,46
27202,began using,46
27203,old with,46
27204,her back,46
27205,patients that,46
27206,relief that,46
27207,taking aciphex,46
27208,er where,46
27209,before deciding,46
27210,non addictive,46
27211,reduced it,46
27212,kill my,46
27213,th time,46
27214,on tamiflu,46
27215,attributable to,46
27216,take is,46
27217,tract infections,46
27218,tired from,46
27219,to food,46
27220,see in,46
27221,to pill,46
27222,effects has,46
27223,dental work,46
27224,only pain,46
27225,weird things,46
27226,bad constipation,46
27227,actually taking,46
27228,on metformin,46
27229,couldn't leave,46
27230,attacks at,46
27231,pill had,46
27232,son to,46
27233,feel now,46
27234,work right,46
27235,extremely angry,46
27236,skin peeling,46
27237,night sometimes,46
27238,helped control,46
27239,for full,46
27240,energy increased,46
27241,may want,46
27242,doctor prescribe,46
27243,hour at,46
27244,and sweats,46
27245,either and,45
27246,slight rash,45
27247,never hungry,45
27248,body needs,45
27249,angry with,45
27250,stress but,45
27251,available for,45
27252,treat me,45
27253,anxiety etc,45
27254,effects wore,45
27255,goes out,45
27256,nearly months,45
27257,improvements in,45
27258,probably go,45
27259,an ent,45
27260,headaches everyday,45
27261,headache some,45
27262,mitral valve,45
27263,attempts to,45
27264,was crawling,45
27265,allergies for,45
27266,of serious,45
27267,but well,45
27268,relief within,45
27269,him what,45
27270,however on,45
27271,that our,45
27272,bad joint,45
27273,to chew,45
27274,remember if,45
27275,numbers are,45
27276,mg pm,45
27277,about if,45
27278,bleeding was,45
27279,increasing dose,45
27280,it calms,45
27281,appreciate it,45
27282,horrible medicine,45
27283,of discharge,45
27284,really worth,45
27285,and indigestion,45
27286,a horse,45
27287,this tablet,45
27288,work anymore,45
27289,to snap,45
27290,from bad,45
27291,untill i,45
27292,am living,45
27293,alcohol while,45
27294,immediately if,45
27295,lot the,45
27296,of thing,45
27297,is improving,45
27298,stress from,45
27299,benedryl and,45
27300,this message,45
27301,sex because,45
27302,place in,45
27303,drug never,45
27304,every evening,45
27305,the desired,45
27306,should make,45
27307,cravings are,45
27308,no increase,45
27309,energy now,45
27310,depression are,45
27311,other reasons,45
27312,bruise easily,45
27313,to ruin,45
27314,dr tomorrow,45
27315,back chest,45
27316,no ejaculation,45
27317,me initially,45
27318,medication could,45
27319,burning up,45
27320,i freaked,45
27321,just generally,45
27322,feel calmer,45
27323,i'll feel,45
27324,pain more,45
27325,attacks severe,45
27326,was short,45
27327,broke loose,45
27328,just having,45
27329,bottles of,45
27330,chewing the,45
27331,every doctor,45
27332,shots in,45
27333,itching rash,45
27334,am nervous,45
27335,completely after,45
27336,take seroquel,45
27337,side the,45
27338,causing severe,45
27339,the ratings,45
27340,recommend a,45
27341,experienced terrible,45
27342,er on,45
27343,called dr,45
27344,an athlete,45
27345,has destroyed,45
27346,i'm definitely,45
27347,body as,45
27348,stories on,45
27349,it harder,45
27350,guess is,45
27351,so disappointed,45
27352,serious depression,45
27353,bad just,45
27354,tests all,45
27355,very nasty,45
27356,with loestrin,45
27357,reacted to,45
27358,to solve,45
27359,medication are,45
27360,sweating a,45
27361,the antidepressants,45
27362,depression like,45
27363,drip and,45
27364,finally put,45
27365,am giving,45
27366,now however,45
27367,do worry,45
27368,our relationship,45
27369,mouth my,45
27370,feet but,45
27371,starting out,45
27372,house to,45
27373,greatly appreciated,45
27374,effects fatigue,45
27375,and violent,45
27376,happen again,45
27377,amount and,45
27378,weeks started,45
27379,saying the,45
27380,always took,45
27381,maybe its,45
27382,mouth throat,45
27383,i change,45
27384,us are,45
27385,and effective,45
27386,dryness i,45
27387,xl is,45
27388,my white,45
27389,provigil and,45
27390,pain began,45
27391,things up,45
27392,for decades,45
27393,dr today,45
27394,mid sentence,45
27395,mouth when,45
27396,to offer,45
27397,absolutely terrible,45
27398,iv out,45
27399,little for,45
27400,stage of,45
27401,bad all,45
27402,not return,45
27403,or and,45
27404,and next,45
27405,damage in,45
27406,power to,45
27407,it depends,45
27408,extremely drowsy,45
27409,had minimal,45
27410,hrs before,45
27411,doc switched,45
27412,death to,45
27413,how little,45
27414,doctor before,45
27415,do recommend,45
27416,head neck,45
27417,just takes,45
27418,from panic,45
27419,forget things,45
27420,make things,45
27421,not breathe,45
